poi_id	checkin_count
ChIJsdxFoZM92jERVa_5aUmtHZk	5
ChIJOUAra2MX2jERLcRvb5HveKM	5
ChIJcYA953UZ2jERdl6owL8Apow	5
ChIJNT6i8ZcX2jERe4ecH3U7NFQ	5
ChIJwxZ2_zcR2jEReuqp2CgnKFg	5
ChIJ6VzXLGEQ2jERXwVlpVrULtM	5
ChIJYT_mZ7Yi2jERIhW6EsfQFiQ	5
ChIJMRn_OcsJ2jERrMKqDG9uXn0	5
ChIJqx2zE04_2jER19GrZxcQulo	5
ChIJkyZ5m0UX2jER0vamPgKZidw	5
ChIJMZ0xdskZ2jERj7BzKkiZFa8	5
ChIJ6dmvN7sW2jERlbaB1UqoVys	5
ChIJPyzK1M0j2jERs0FbQ6_O6GI	5
ChIJBSDmGWQR2jERYLNcmbw923U	5
ChIJAx62NLAX2jERJj0xUjUdWpI	5
ChIJBzhZnCcY2jERoWcnQpfBCgw	5
ChIJLaO4iMYb2jEROIQNVnTImQc	5
ChIJuUccp-oW2jERrc7MjhSR0ag	5
ChIJi2KV7gY92jERPVnJTDNeCeA	5
ChIJEYbG7_Ea2jERzPiMfCb8yVY	5
ChIJf0-fIg092jERGmH1cuIgzPw	5
ChIJ4dRMyXIY2jERHIjGP0HvM-M	5
ChIJn0GOhSMV2jEREG0rP-VoTq8	5
ChIJ752HKTcY2jERkPh4y2dw4Ww	5
ChIJgQQRRQAL2jERa4bcSCLa4kU	5
ChIJ43XLowAY2jERyALnxxOPJUk	5
ChIJGwEtSNsZ2jER2iCJINpejJA	5
ChIJ6ycMV5IZ2jERcCZJrsO9rM0	5
ChIJN75ObnoW2jER7FBAPgoIIa0	5
ChIJj7ZitWgZ2jERir8ARmIi2qE	5
ChIJ1Y-Ht7AX2jERLbMODslIB1k	5
ChIJ7fybCQAP2jERHKjW7y6Ai3A	5
ChIJhcnceykJ2jERg59mZyeytrk	5
ChIJNfn2jZwP2jERnKZlZ5yCUWc	5
ChIJ_fgWKRAP2jERSfadpLj65bs	5
ChIJR1vU7dIL2jER61KUwcvneb0	5
ChIJM99ad94b2jER-C-fJObHE3U	5
ChIJUZe-UecH2jERvn3r2S7865I	5
ChIJ-dnsCFEZ2jER7__Bg9_7S-k	5
ChIJYSeOgyM92jERbtrbFfuU7NI	5
ChIJWdBVADI92jERj3Ej0dnscCE	5
ChIJY2wy8boT2jERsi71MtSAdow	5
ChIJ9Rf_hZ0b2jERzAGH6ZFNP_k	5
ChIJN7W9qjkV2jERwolRABTSuaE	5
ChIJsSmt3wgZ2jERhaS3KqmJDWU	5
ChIJGe1L0bAZ2jERE2BNJDsQzec	5
ChIJFdruaMEb2jERMCmyEfu4Tws	5
ChIJe7uhLpMP2jERJyR_VyvbeZ0	5
ChIJOXR0ayQZ2jERi07LL2LzH1Y	5
ChIJNyoT4cAW2jERFbdU4e4z6fM	5
ChIJa75IdYI92jERGFdnDYwEyac	5
ChIJicT64eEZ2jER3f6p2lNwoA0	5
ChIJAQDAcV0a2jERmb2kRQ0ma-Y	5
ChIJTRCvV0oR2jERvUE3lRJtIuk	5
ChIJB5uaq5cZ2jERVGMZE_KyMj4	5
ChIJz3QjMNg82jERnK_aKOmASjA	5
ChIJFWCL5XEU2jERZyMMR1Jzsf4	5
ChIJ5dNfGKkZ2jERyeKXzLaMdC0	5
ChIJa6FTxKQX2jERHY6esYJErrk	5
ChIJI1T95ykV2jERRSIW58-qNtM	5
ChIJEXpDfYcZ2jERHHg177cYy1c	5
ChIJrzlPrBs92jERBuZgJGy5zUo	5
ChIJzXXUv-IV2jERS2wSHH-LtW8	5
ChIJUxeahk4Y2jERbNR-9Fzh2_I	5
ChIJz0bxgXoZ2jERfDzAtspVzg8	5
ChIJy8Mhw-wP2jERhtsxF4ZmpUw	5
ChIJcTJhTZYE2jER0YW_YR_J0MI	5
ChIJEW8RUpIZ2jERSzpwuF5jkLc	5
ChIJlyzkKKkZ2jERh26kS5L0O3g	5
ChIJzWakHmUX2jERPfisBi_bVhc	5
ChIJvQUyhT8a2jERbZYZTNFRR6Y	5
ChIJyYw_y5YZ2jERz0Q418jAW2o	5
ChIJDwYu9bYZ2jERaxDYX7AUm8s	5
ChIJXSrvZbwZ2jERFD_m8CGD62I	5
ChIJbbWZqh0X2jERFt7XegebtMU	5
ChIJ_wOeL4M-2jER4bIVFLxTYMQ	5
ChIJl9dPc4I-2jERGlrKNK-4f74	5
ChIJlefV_eQZ2jER5ie6_kdpos8	5
ChIJm3qlB3QZ2jERxBP4Sxulkiw	5
ChIJHSrGJ5EZ2jERTzbUyme7KuQ	5
ChIJDVWpVkMR2jERozvIHk-LxoE	5
ChIJhwAjMwkL2jERc0a8Iy5iGtg	5
ChIJt8l8_pEP2jERTuOqhLtm25I	5
ChIJw0vWl9cZ2jERlrzEI0a4DCw	5
ChIJRUGYIzg82jERjhaCqUcHNqM	5
ChIJqSoWCKMZ2jERHoJJPDL77wA	5
ChIJsRBE4QYa2jERYjbH7X0ySBE	5
ChIJ2xwx_PMR2jERFL-4h5y3dGI	5
ChIJ7TX0kGwZ2jERwoNvLj0ADek	5
ChIJbbnJRgAZ2jERCIwV4dS3hDc	5
ChIJKZYyq4IX2jERfQkgR9skS20	5
ChIJXaZdYgAX2jERCLOHNgBKrU4	5
ChIJQUSJhokZ2jER_qMatavVmiQ	5
ChIJ3wRvXXIj2jERl7S_QvJHAs0	5
ChIJSVsFXxs92jERjGtBBybn2b4	5
ChIJWX8AMO0P2jERBjUc9XaYLFc	5
ChIJ53hi9GwX2jERm3lYPolLlpE	5
ChIJAQAAEIoQ2jERzOlhZSG_pZs	5
ChIJyxGOoqIR2jERTX1rRtRPpB8	5
ChIJFeD89A8Z2jERBwQYVYUD-bI	5
ChIJOVR_-sAW2jERkbUwOyoNxcI	5
ChIJhYasuzo92jERbdFmPww6Z0M	5
ChIJf6pPrCUX2jER4xRUajxho-k	5
ChIJa_6AuFs92jERNWaRUPeqYdk	5
ChIJUa3J_KIR2jERnvPUuTAHiUI	5
ChIJOVkoVXAR2jERO-rsgB51laI	5
ChIJPxrZPIsV2jER9v5LjJXKSTM	5
ChIJz30W2JcX2jERMq5FqD2KUI0	5
ChIJCwcywjYF2jER21X9UxS4coY	5
ChIJB8liRI8V2jERN9_nqrIqIQQ	5
ChIJ4aswsUUj2jERGGfTPlHZjys	5
ChIJDRfCLDM92jERGq79bkaNHVo	5
ChIJAXoMD2oS2jERUPgy7WHnrw0	5
ChIJFSiGvb492jERjNMIj42G5fo	5
ChIJ8-fugFQR2jER4E8t8Oabbec	5
ChIJoXWbAgwZ2jERE6E3jyUYLAo	5
ChIJvx094WwU2jERd1IHxw5U254	5
ChIJL4aVUlQR2jER05Qwl97vIwE	5
ChIJE_JqWgAX2jERcHVgAB7g6bs	5
ChIJx5Q9mkQ92jERSQSTVQbH64s	5
ChIJESZfW1EEBBARWLjo85gIzKs	5
ChIJi79OPrcR2jERSLgMBqVDFcg	5
ChIJo6MafdYZ2jERuG-yGRfdZIU	5
ChIJU7k0rsUZ2jERR4sR6JWPnrY	5
ChIJ0VP4IH4P2jERo7DWjpjpSDg	5
ChIJ4bTKtWgX2jERgvv2DNHEqac	5
ChIJ-_gklLAZ2jERmK67o0vL-w0	5
ChIJQZgPTpAa2jER9P9PQ1O8K48	5
ChIJY-ZQAlgL2jERiYVo4-CrP90	5
ChIJQzEfSY0V2jERf4u6oCzzBjA	5
ChIJm2XMp2UZ2jERrognHdKKAu8	5
ChIJJ5dltcsZ2jERC9J8YaRZPIw	5
ChIJ9wV-On4X2jER7JbwTgnrgmQ	5
ChIJ89JThNoP2jERGRuN3ZoYkXc	5
ChIJY-x7pIoQ2jER_U6QGVdhLwM	5
ChIJCcZUmBQY2jERLWlgmkJNVUg	5
ChIJebER37A92jERTCNO07FykGo	5
ChIJISELkkAb2jERThqbXpoa8RA	5
ChIJPavYweQX2jER_fygF_d2p98	5
ChIJl7Mt2S4b2jER4cqFkLjWtIE	5
ChIJ7b_dyM492jEROFBp2Qh4zqQ	5
ChIJeUc5O7EX2jERFrzkwlzbkCE	5
ChIJDz9wVRs92jERHGPkJi2WhUA	5
ChIJwUTKu6UZ2jERwt5ctkU4f2Q	5
